observation_id,scenario,gender,age,race,disability_status,nationality,monthly_income,rental_history,employment_status,credit_check,deposit_offered,chosen
2876,1,Non-binary,40,Hispanic,Mental health history,German,4x the rent,Prior late payments,Self-employed,Good,2 months deposit,0
2877,1,Non-binary,30,Hispanic,None stated,American,4x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
2878,1,Male,55,Black,None stated,Mexican,2x the rent,Positive references,Full-time,Good,3 months deposit,1
2879,1,Male,50,Asian,Mental health history,Canadian,4x the rent,No prior rental history,Full-time,Fair,2 months deposit,0
2880,1,Non-binary,50,Black,Mental health history,Indian,4x the rent,Positive references,Self-employed,Good,3 months deposit,1
2881,1,Male,35,Black,Mental health history,Mexican,4x the rent,No prior rental history,Self-employed,Good,1 month deposit,0
2882,1,Non-binary,40,White,Mental health history,American,3x the rent,Positive references,Part-time,Good,1 month deposit,1
2883,1,Female,45,Hispanic,Mental health history,Indian,2x the rent,No prior rental history,Full-time,Fair,2 months deposit,0
2884,1,Non-binary,40,White,None stated,American,4x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
2885,1,Female,45,Black,Mental health history,German,2x the rent,Prior late payments,Part-time,Good,1 month deposit,1
2886,1,Male,35,Asian,Mental health history,Canadian,3x the rent,No prior rental history,Full-time,Fair,3 months deposit,0
2887,1,Male,45,Asian,None stated,Mexican,3x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
2888,1,Male,45,Hispanic,Mental health history,Mexican,3x the rent,Positive references,Part-time,Fair,1 month deposit,1
2889,1,Male,55,Black,Mental health history,Indian,2x the rent,Positive references,Self-employed,Fair,1 month deposit,1
2890,1,Female,45,White,Physical disability,Mexican,4x the rent,No prior rental history,Self-employed,Excellent,2 months deposit,1
2891,1,Non-binary,45,Black,None stated,Canadian,3x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
2892,1,Non-binary,45,Asian,Physical disability,Canadian,4x the rent,Prior late payments,Full-time,Fair,3 months deposit,0
2893,1,Non-binary,50,Black,Mental health history,German,3x the rent,Prior late payments,Full-time,Good,2 months deposit,1
2894,1,Female,50,Black,None stated,Mexican,3x the rent,Positive references,Full-time,Good,3 months deposit,1
2895,1,Non-binary,45,White,Mental health history,Mexican,3x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
2896,1,Non-binary,35,Asian,Mental health history,Indian,4x the rent,Positive references,Part-time,Excellent,3 months deposit,1
2897,1,Non-binary,50,Black,Mental health history,German,2x the rent,No prior rental history,Full-time,Fair,3 months deposit,0
2898,1,Female,35,White,None stated,Mexican,3x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
2899,1,Male,45,Asian,Physical disability,Indian,2x the rent,Positive references,Part-time,Fair,2 months deposit,1
2900,1,Female,50,Asian,None stated,German,2x the rent,Prior late payments,Full-time,Good,1 month deposit,0
2901,1,Male,40,Asian,Mental health history,Canadian,2x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
2902,1,Female,55,Hispanic,Mental health history,Indian,4x the rent,Positive references,Self-employed,Fair,1 month deposit,1
2903,1,Non-binary,30,Hispanic,Physical disability,Indian,2x the rent,No prior rental history,Full-time,Good,3 months deposit,1
2904,1,Female,30,Asian,Mental health history,Mexican,4x the rent,Prior late payments,Full-time,Fair,1 month deposit,0
2905,1,Male,55,Black,Physical disability,German,3x the rent,Prior late payments,Part-time,Good,3 months deposit,0
2906,1,Female,45,Hispanic,None stated,American,4x the rent,Positive references,Full-time,Good,3 months deposit,1
2907,1,Non-binary,40,Hispanic,Mental health history,American,2x the rent,No prior rental history,Full-time,Fair,2 months deposit,0
2908,1,Non-binary,40,Hispanic,None stated,Mexican,3x the rent,No prior rental history,Full-time,Good,2 months deposit,1
2909,1,Female,30,Black,Mental health history,German,2x the rent,Prior late payments,Part-time,Excellent,1 month deposit,0
2910,1,Male,45,Black,Mental health history,Canadian,3x the rent,No prior rental history,Self-employed,Fair,3 months deposit,0
2911,1,Female,30,Black,Mental health history,American,2x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
2912,1,Female,40,Black,None stated,Canadian,2x the rent,Positive references,Full-time,Excellent,2 months deposit,1
2913,1,Female,40,Black,Mental health history,Canadian,2x the rent,Prior late payments,Self-employed,Good,1 month deposit,1
2914,1,Female,50,Hispanic,Mental health history,Canadian,3x the rent,Positive references,Part-time,Fair,1 month deposit,1
2915,1,Male,35,White,Mental health history,German,3x the rent,Prior late payments,Part-time,Good,1 month deposit,0
2916,1,Non-binary,50,Asian,None stated,American,2x the rent,No prior rental history,Self-employed,Good,1 month deposit,1
2917,1,Female,50,White,Physical disability,Canadian,3x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,1
2918,1,Female,30,Hispanic,None stated,Indian,4x the rent,Prior late payments,Full-time,Fair,1 month deposit,0
2919,1,Male,55,Hispanic,None stated,German,3x the rent,Positive references,Part-time,Fair,2 months deposit,1
2920,1,Non-binary,50,White,Mental health history,Canadian,4x the rent,Positive references,Full-time,Good,3 months deposit,1
2921,1,Male,30,Black,Mental health history,Canadian,3x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
2922,1,Male,55,Black,Mental health history,German,3x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
2923,1,Male,55,Asian,None stated,American,3x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
2924,1,Non-binary,45,White,None stated,Canadian,2x the rent,Prior late payments,Self-employed,Good,1 month deposit,0
2925,1,Non-binary,45,Hispanic,Physical disability,Mexican,4x the rent,Positive references,Part-time,Excellent,3 months deposit,1
2926,1,Male,50,White,None stated,Mexican,3x the rent,Prior late payments,Full-time,Fair,3 months deposit,0
2927,1,Male,55,Asian,None stated,Canadian,2x the rent,Prior late payments,Self-employed,Excellent,3 months deposit,0
2928,1,Non-binary,45,White,Physical disability,Canadian,2x the rent,Positive references,Full-time,Fair,2 months deposit,1
2929,1,Non-binary,45,Asian,Mental health history,Canadian,3x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
2930,1,Male,45,White,Mental health history,Mexican,4x the rent,No prior rental history,Self-employed,Fair,2 months deposit,0
2931,1,Non-binary,45,Black,None stated,American,2x the rent,Prior late payments,Part-time,Fair,2 months deposit,0
2932,1,Female,30,Black,Physical disability,Mexican,3x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,1
2933,1,Male,35,Hispanic,None stated,Indian,4x the rent,Prior late payments,Part-time,Good,2 months deposit,0
2934,1,Male,45,Hispanic,Mental health history,Indian,3x the rent,No prior rental history,Self-employed,Fair,3 months deposit,0
2935,1,Male,55,Black,None stated,American,2x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
2936,1,Male,40,White,Mental health history,American,4x the rent,Prior late payments,Full-time,Good,2 months deposit,1
2937,1,Non-binary,35,Asian,Mental health history,German,3x the rent,No prior rental history,Part-time,Good,2 months deposit,0
2938,1,Male,40,Black,None stated,Mexican,3x the rent,Positive references,Self-employed,Good,2 months deposit,1
2939,1,Female,55,White,Mental health history,Canadian,3x the rent,Positive references,Full-time,Good,1 month deposit,1
2940,1,Male,35,Black,None stated,Mexican,2x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
2941,1,Female,55,Asian,Physical disability,American,2x the rent,Positive references,Self-employed,Fair,3 months deposit,1
2942,1,Female,35,Black,Mental health history,German,2x the rent,No prior rental history,Full-time,Excellent,3 months deposit,1
2943,1,Female,55,White,Mental health history,German,2x the rent,Prior late payments,Full-time,Good,2 months deposit,0
2944,1,Male,50,Black,None stated,Canadian,4x the rent,Positive references,Full-time,Fair,3 months deposit,1
2945,1,Male,55,Hispanic,None stated,Canadian,2x the rent,No prior rental history,Part-time,Excellent,2 months deposit,0
2946,1,Female,50,Black,None stated,Indian,2x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
2947,1,Male,45,White,Mental health history,Canadian,4x the rent,Prior late payments,Full-time,Fair,1 month deposit,0
2948,1,Male,55,White,Physical disability,German,2x the rent,Positive references,Part-time,Excellent,3 months deposit,1
2949,1,Female,40,Asian,Physical disability,Mexican,2x the rent,Positive references,Full-time,Excellent,2 months deposit,1
2950,1,Female,45,White,Physical disability,American,2x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,0
2951,1,Male,45,Hispanic,Mental health history,American,2x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
2952,1,Female,50,Black,Physical disability,German,3x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
2953,1,Male,30,White,None stated,Canadian,4x the rent,No prior rental history,Full-time,Excellent,1 month deposit,1
2954,1,Female,50,Black,Mental health history,German,3x the rent,No prior rental history,Full-time,Good,2 months deposit,1
2955,1,Non-binary,50,Black,Mental health history,Mexican,2x the rent,No prior rental history,Full-time,Fair,3 months deposit,0
2956,1,Female,55,Asian,None stated,Indian,4x the rent,Positive references,Part-time,Fair,3 months deposit,1
2957,1,Non-binary,45,White,Mental health history,Canadian,2x the rent,Prior late payments,Self-employed,Fair,1 month deposit,1
2958,1,Non-binary,30,White,None stated,Mexican,3x the rent,Positive references,Full-time,Excellent,1 month deposit,1
2959,1,Female,35,White,Physical disability,German,3x the rent,Prior late payments,Full-time,Fair,2 months deposit,0
2960,1,Non-binary,45,Asian,Mental health history,German,4x the rent,No prior rental history,Part-time,Good,2 months deposit,1
2961,1,Female,30,White,None stated,Canadian,4x the rent,Positive references,Full-time,Good,3 months deposit,1
2962,1,Female,30,Black,Physical disability,American,2x the rent,No prior rental history,Full-time,Good,2 months deposit,1
2963,1,Female,40,White,Mental health history,Canadian,2x the rent,Prior late payments,Full-time,Excellent,3 months deposit,1
2964,1,Male,55,Black,Physical disability,Indian,4x the rent,Positive references,Part-time,Good,3 months deposit,1
2965,1,Female,35,Hispanic,None stated,American,4x the rent,Prior late payments,Part-time,Fair,2 months deposit,0
2966,1,Non-binary,40,Black,Mental health history,Mexican,4x the rent,Prior late payments,Self-employed,Good,1 month deposit,0
2967,1,Male,55,Black,Physical disability,American,2x the rent,Prior late payments,Part-time,Fair,2 months deposit,0
2968,1,Male,55,Asian,Physical disability,Canadian,4x the rent,No prior rental history,Self-employed,Good,1 month deposit,1
2969,1,Non-binary,55,Asian,Physical disability,Indian,4x the rent,Prior late payments,Part-time,Good,2 months deposit,0
2970,1,Male,50,Asian,Physical disability,Canadian,2x the rent,Positive references,Full-time,Excellent,2 months deposit,1
2971,1,Male,40,Hispanic,Physical disability,American,2x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,0
2972,1,Female,35,White,Physical disability,American,2x the rent,Positive references,Self-employed,Excellent,1 month deposit,1
2973,1,Female,55,Hispanic,None stated,Canadian,2x the rent,Prior late payments,Part-time,Excellent,1 month deposit,0
2974,1,Non-binary,35,Hispanic,Physical disability,Indian,4x the rent,Prior late payments,Self-employed,Excellent,2 months deposit,1
2975,1,Non-binary,45,Black,None stated,German,2x the rent,Prior late payments,Full-time,Excellent,2 months deposit,0
2976,1,Non-binary,30,Asian,None stated,German,4x the rent,No prior rental history,Full-time,Good,1 month deposit,1
2977,1,Non-binary,40,Hispanic,Mental health history,Mexican,2x the rent,Prior late payments,Full-time,Excellent,3 months deposit,1
2978,1,Male,30,White,Physical disability,American,2x the rent,No prior rental history,Part-time,Fair,3 months deposit,0
2979,1,Male,45,White,Physical disability,Canadian,4x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
2980,1,Male,45,Black,Physical disability,Canadian,2x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
2981,1,Female,50,Hispanic,None stated,Canadian,2x the rent,No prior rental history,Part-time,Fair,1 month deposit,0
2982,1,Non-binary,35,White,Mental health history,Mexican,4x the rent,Positive references,Full-time,Good,3 months deposit,1
2983,1,Non-binary,50,Asian,Physical disability,German,2x the rent,Prior late payments,Full-time,Good,1 month deposit,1
2984,1,Female,55,White,Mental health history,Canadian,2x the rent,Positive references,Full-time,Excellent,1 month deposit,1
2985,1,Female,35,Black,Physical disability,German,3x the rent,Positive references,Full-time,Good,1 month deposit,1
2986,1,Female,40,Black,Physical disability,Canadian,3x the rent,Positive references,Full-time,Good,1 month deposit,1
2987,1,Non-binary,35,Asian,Physical disability,American,3x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
2988,1,Male,55,Black,Physical disability,Mexican,4x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
2989,1,Female,35,White,Physical disability,American,2x the rent,Prior late payments,Full-time,Fair,1 month deposit,1
