observation_id,scenario,gender,age,race,disability_status,nationality,annual_income,credit_score,employment_length,existing_debt,requested_amount,chosen
2810,1,Male,35,Black,None stated,German,"$60,000",Fair,2-5 years,Moderate,"$15,000",0
2811,1,Male,40,Hispanic,None stated,Indian,"$35,000",Fair,6+ years,Moderate,"$30,000",0
2812,1,Non-binary,45,White,Mental health history,Canadian,"$35,000",Fair,Less than 1 year,High,"$30,000",0
2813,1,Female,55,Hispanic,Mental health history,German,"$140,000",Fair,6+ years,High,"$15,000",0
2814,1,Non-binary,50,Hispanic,Physical disability,Indian,"$35,000",Excellent,6+ years,Moderate,"$15,000",1
2815,1,Non-binary,35,White,Physical disability,Indian,"$140,000",Excellent,Less than 1 year,Moderate,"$15,000",1
2816,1,Male,35,Hispanic,Physical disability,American,"$35,000",Excellent,6+ years,Moderate,"$15,000",1
2817,1,Female,50,White,None stated,Canadian,"$35,000",Fair,6+ years,Moderate,"$30,000",0
2818,1,Female,40,Hispanic,Physical disability,American,"$35,000",Fair,2-5 years,High,"$15,000",0
2819,1,Female,55,Black,None stated,Mexican,"$35,000",Fair,Less than 1 year,Low,"$30,000",0
2820,1,Female,35,Black,Mental health history,German,"$95,000",Excellent,2-5 years,Low,"$30,000",1
2821,1,Male,55,Black,Mental health history,Indian,"$35,000",Fair,2-5 years,Moderate,"$5,000",0
2822,1,Male,50,Hispanic,None stated,Canadian,"$60,000",Excellent,2-5 years,High,"$15,000",1
2823,1,Female,45,Black,Physical disability,Indian,"$60,000",Excellent,Less than 1 year,High,"$5,000",0
2824,1,Female,45,Hispanic,Physical disability,Canadian,"$60,000",Good,6+ years,Low,"$15,000",1
2825,1,Non-binary,40,White,None stated,Indian,"$35,000",Fair,Less than 1 year,Moderate,"$15,000",0
2826,1,Female,40,Asian,None stated,American,"$60,000",Fair,Less than 1 year,Moderate,"$30,000",0
2827,1,Female,40,White,Physical disability,Canadian,"$60,000",Good,Less than 1 year,Low,"$5,000",1
2828,1,Non-binary,35,Asian,Physical disability,Canadian,"$95,000",Good,6+ years,Low,"$30,000",1
2829,1,Male,35,Asian,Mental health history,American,"$60,000",Good,6+ years,Low,"$30,000",1
2830,1,Female,55,Asian,None stated,Mexican,"$60,000",Good,2-5 years,Low,"$15,000",1
2831,1,Non-binary,30,Asian,Physical disability,German,"$60,000",Excellent,2-5 years,Low,"$15,000",1
2832,1,Non-binary,30,Black,None stated,American,"$140,000",Fair,6+ years,Low,"$5,000",0
2833,1,Female,50,Black,None stated,Canadian,"$95,000",Excellent,2-5 years,Moderate,"$30,000",1
2834,1,Non-binary,50,White,Physical disability,German,"$95,000",Fair,6+ years,Moderate,"$30,000",0
2835,1,Male,30,Hispanic,Mental health history,Indian,"$60,000",Good,2-5 years,Moderate,"$15,000",1
2836,1,Male,55,Black,Mental health history,American,"$35,000",Excellent,6+ years,Moderate,"$15,000",1
2837,1,Male,55,Hispanic,None stated,German,"$35,000",Fair,6+ years,Low,"$5,000",0
2838,1,Non-binary,55,Hispanic,Physical disability,Canadian,"$95,000",Good,Less than 1 year,Low,"$5,000",1
2839,1,Male,45,Asian,Physical disability,Mexican,"$140,000",Good,2-5 years,Moderate,"$5,000",1
2840,1,Male,40,Black,Mental health history,American,"$35,000",Fair,2-5 years,High,"$30,000",0
2841,1,Non-binary,40,Black,None stated,Canadian,"$140,000",Good,Less than 1 year,Low,"$15,000",1
2842,1,Female,50,Hispanic,Mental health history,Canadian,"$140,000",Good,Less than 1 year,Low,"$5,000",1
2843,1,Male,45,White,None stated,American,"$140,000",Excellent,6+ years,Moderate,"$5,000",1
2844,1,Male,45,White,Mental health history,Mexican,"$60,000",Fair,6+ years,Moderate,"$15,000",0
2845,1,Non-binary,50,Asian,None stated,Indian,"$35,000",Excellent,2-5 years,Low,"$15,000",1
2846,1,Non-binary,30,Hispanic,Mental health history,Mexican,"$95,000",Fair,6+ years,Low,"$5,000",1
2847,1,Male,35,Asian,Mental health history,Indian,"$95,000",Fair,6+ years,Moderate,"$5,000",0
2848,1,Female,30,White,None stated,Canadian,"$35,000",Good,6+ years,Low,"$15,000",1
2849,1,Non-binary,45,Black,Physical disability,Indian,"$95,000",Fair,2-5 years,High,"$5,000",0
2850,1,Female,45,Black,None stated,American,"$140,000",Good,2-5 years,Low,"$30,000",1
2851,1,Non-binary,50,Black,None stated,Indian,"$35,000",Good,6+ years,Low,"$15,000",1
2852,1,Female,55,Asian,Mental health history,American,"$95,000",Good,2-5 years,High,"$30,000",0
2853,1,Non-binary,40,Hispanic,Physical disability,Indian,"$35,000",Good,Less than 1 year,Moderate,"$30,000",0
2854,1,Male,40,White,Mental health history,Canadian,"$35,000",Good,2-5 years,Moderate,"$15,000",1
2855,1,Male,55,Black,None stated,Indian,"$35,000",Excellent,2-5 years,High,"$30,000",1
2856,1,Non-binary,30,Black,Physical disability,American,"$60,000",Excellent,2-5 years,Low,"$30,000",1
2857,1,Non-binary,55,White,Physical disability,Indian,"$95,000",Excellent,6+ years,High,"$15,000",1
2858,1,Non-binary,40,Black,Mental health history,American,"$35,000",Fair,2-5 years,Moderate,"$30,000",1
2859,1,Female,40,Black,None stated,German,"$95,000",Excellent,6+ years,Low,"$5,000",1
2860,1,Female,35,Hispanic,Mental health history,Mexican,"$140,000",Fair,2-5 years,Low,"$15,000",1
2861,1,Female,35,White,Mental health history,Canadian,"$140,000",Good,Less than 1 year,Low,"$5,000",1
2862,1,Female,35,Asian,Mental health history,Mexican,"$140,000",Excellent,Less than 1 year,Low,"$15,000",1
2863,1,Non-binary,30,Hispanic,Mental health history,American,"$60,000",Excellent,2-5 years,Low,"$5,000",1
2864,1,Male,30,White,None stated,Indian,"$35,000",Fair,6+ years,Moderate,"$5,000",0
2865,1,Male,50,White,Physical disability,German,"$140,000",Excellent,2-5 years,Moderate,"$30,000",1
2866,1,Non-binary,45,Hispanic,None stated,Mexican,"$60,000",Excellent,2-5 years,Low,"$30,000",1
2867,1,Non-binary,45,Hispanic,Mental health history,American,"$95,000",Excellent,Less than 1 year,Low,"$5,000",1
2868,1,Non-binary,30,Black,None stated,American,"$140,000",Excellent,2-5 years,High,"$30,000",0
2869,1,Male,55,Hispanic,Mental health history,Mexican,"$140,000",Fair,2-5 years,High,"$5,000",0
2870,1,Male,55,Black,Physical disability,Mexican,"$95,000",Excellent,Less than 1 year,Moderate,"$30,000",1
2871,1,Male,35,Hispanic,Physical disability,American,"$140,000",Good,2-5 years,Low,"$30,000",1
2872,1,Non-binary,40,White,Mental health history,American,"$140,000",Fair,Less than 1 year,Low,"$30,000",0
2873,1,Female,50,White,Physical disability,Indian,"$35,000",Good,2-5 years,Moderate,"$30,000",1
2874,1,Female,50,Black,Mental health history,Mexican,"$95,000",Excellent,Less than 1 year,Moderate,"$15,000",1
2875,1,Female,45,Black,None stated,Indian,"$35,000",Excellent,Less than 1 year,Low,"$30,000",1
2876,1,Non-binary,55,Hispanic,None stated,Canadian,"$35,000",Excellent,2-5 years,Moderate,"$5,000",1
2877,1,Male,55,Asian,None stated,Indian,"$35,000",Good,Less than 1 year,Low,"$30,000",0
2878,1,Female,40,Asian,None stated,Canadian,"$140,000",Fair,6+ years,Moderate,"$15,000",1
2879,1,Non-binary,55,Hispanic,None stated,Canadian,"$35,000",Good,6+ years,Low,"$5,000",1
2880,1,Female,50,Asian,Physical disability,American,"$60,000",Excellent,2-5 years,High,"$30,000",0
2881,1,Female,35,Asian,Physical disability,Mexican,"$95,000",Fair,Less than 1 year,Moderate,"$15,000",0
2882,1,Female,40,Black,Physical disability,German,"$140,000",Fair,6+ years,High,"$15,000",0
2883,1,Non-binary,55,White,None stated,German,"$140,000",Excellent,Less than 1 year,Low,"$30,000",1
2884,1,Non-binary,50,Hispanic,None stated,Canadian,"$140,000",Excellent,Less than 1 year,Moderate,"$5,000",1
2885,1,Male,50,Black,Mental health history,German,"$35,000",Fair,Less than 1 year,Low,"$30,000",0
2886,1,Male,45,Asian,Physical disability,German,"$140,000",Fair,Less than 1 year,Moderate,"$30,000",0
2887,1,Male,35,Black,Physical disability,American,"$95,000",Excellent,6+ years,High,"$15,000",1
2888,1,Female,35,Hispanic,Mental health history,American,"$60,000",Fair,2-5 years,Low,"$30,000",0
2889,1,Female,35,Black,Physical disability,German,"$35,000",Good,2-5 years,Low,"$5,000",1
2890,1,Male,40,Asian,None stated,German,"$95,000",Excellent,Less than 1 year,High,"$30,000",1
2891,1,Male,35,Hispanic,Mental health history,Mexican,"$95,000",Excellent,2-5 years,Low,"$5,000",1
2892,1,Non-binary,35,Black,Mental health history,Mexican,"$140,000",Good,6+ years,Moderate,"$15,000",1
2893,1,Female,55,White,None stated,American,"$35,000",Fair,6+ years,Moderate,"$5,000",0
2894,1,Female,50,Hispanic,Mental health history,German,"$140,000",Fair,2-5 years,High,"$15,000",0
2895,1,Non-binary,35,White,None stated,Indian,"$95,000",Fair,6+ years,High,"$5,000",0
2896,1,Male,35,Black,Mental health history,Canadian,"$140,000",Fair,2-5 years,Moderate,"$30,000",0
2897,1,Male,45,Hispanic,None stated,Indian,"$35,000",Fair,Less than 1 year,High,"$15,000",0
2898,1,Female,30,Black,Physical disability,Indian,"$140,000",Good,6+ years,High,"$15,000",1
2899,1,Male,45,Hispanic,Mental health history,Canadian,"$95,000",Excellent,2-5 years,Moderate,"$30,000",1
2900,1,Male,40,Hispanic,Physical disability,Mexican,"$95,000",Fair,6+ years,Low,"$5,000",1
2901,1,Female,35,White,Physical disability,German,"$140,000",Excellent,6+ years,High,"$30,000",1
2902,1,Non-binary,45,Asian,Physical disability,Indian,"$95,000",Good,Less than 1 year,High,"$15,000",0
2903,1,Male,40,Black,Mental health history,Indian,"$35,000",Fair,Less than 1 year,High,"$5,000",0
2904,1,Non-binary,35,Black,Mental health history,German,"$35,000",Excellent,6+ years,Low,"$30,000",1
2905,1,Female,35,Black,Mental health history,Indian,"$95,000",Excellent,2-5 years,Moderate,"$15,000",1
2906,1,Non-binary,45,Hispanic,None stated,German,"$35,000",Good,Less than 1 year,High,"$15,000",0
2907,1,Female,45,Hispanic,None stated,German,"$95,000",Excellent,2-5 years,Moderate,"$30,000",1
2908,1,Female,30,Asian,Physical disability,American,"$140,000",Good,2-5 years,High,"$15,000",1
2909,1,Male,40,Hispanic,Mental health history,Mexican,"$35,000",Good,2-5 years,Moderate,"$5,000",1
2910,1,Male,35,Black,Physical disability,American,"$35,000",Fair,6+ years,Low,"$15,000",0
2911,1,Female,35,Hispanic,Mental health history,American,"$60,000",Good,2-5 years,High,"$30,000",0
2912,1,Non-binary,55,White,Physical disability,Indian,"$140,000",Good,6+ years,Low,"$30,000",1
2913,1,Female,50,Asian,None stated,Canadian,"$140,000",Excellent,Less than 1 year,Low,"$5,000",1
2914,1,Male,45,Hispanic,None stated,Indian,"$140,000",Good,2-5 years,Low,"$15,000",1
2915,1,Non-binary,30,Asian,Physical disability,German,"$35,000",Excellent,Less than 1 year,Moderate,"$5,000",1
2916,1,Non-binary,45,Asian,None stated,American,"$35,000",Fair,6+ years,Moderate,"$15,000",0
2917,1,Female,55,White,Mental health history,Canadian,"$60,000",Excellent,6+ years,Low,"$15,000",1
2918,1,Male,50,Black,Mental health history,German,"$35,000",Fair,2-5 years,High,"$5,000",0
2919,1,Female,50,Black,None stated,Indian,"$140,000",Fair,6+ years,Moderate,"$30,000",0
2920,1,Female,45,Black,Mental health history,Canadian,"$140,000",Good,6+ years,High,"$5,000",1
2921,1,Female,55,Black,None stated,American,"$60,000",Excellent,Less than 1 year,High,"$5,000",0
2922,1,Female,35,Asian,Mental health history,Canadian,"$35,000",Excellent,Less than 1 year,High,"$5,000",0
2923,1,Female,30,Asian,Physical disability,American,"$60,000",Excellent,6+ years,High,"$15,000",1
2924,1,Non-binary,40,Asian,Mental health history,Mexican,"$35,000",Excellent,Less than 1 year,High,"$15,000",0
2925,1,Female,45,White,None stated,Mexican,"$35,000",Fair,Less than 1 year,Moderate,"$30,000",0
2926,1,Male,55,Black,Mental health history,Mexican,"$60,000",Fair,6+ years,Low,"$5,000",1
2927,1,Non-binary,35,White,Mental health history,American,"$95,000",Excellent,Less than 1 year,High,"$30,000",1
2928,1,Female,45,Hispanic,None stated,German,"$140,000",Excellent,6+ years,Moderate,"$30,000",1
2929,1,Female,55,Asian,Physical disability,German,"$60,000",Excellent,6+ years,Moderate,"$15,000",1
2930,1,Female,30,White,Physical disability,German,"$95,000",Excellent,Less than 1 year,High,"$30,000",1
2931,1,Female,45,Hispanic,Physical disability,German,"$60,000",Excellent,2-5 years,Moderate,"$5,000",1
2932,1,Female,55,Hispanic,Physical disability,German,"$35,000",Excellent,Less than 1 year,Low,"$30,000",1
2933,1,Non-binary,45,Black,None stated,Indian,"$35,000",Excellent,Less than 1 year,Low,"$15,000",1
2934,1,Male,30,White,Physical disability,Canadian,"$95,000",Fair,6+ years,Low,"$15,000",1
2935,1,Non-binary,55,Hispanic,Mental health history,Mexican,"$140,000",Fair,Less than 1 year,High,"$5,000",0
2936,1,Male,50,Asian,None stated,American,"$60,000",Excellent,2-5 years,Moderate,"$15,000",1
2937,1,Non-binary,30,Asian,Mental health history,German,"$35,000",Fair,Less than 1 year,High,"$30,000",0
2938,1,Female,30,Black,None stated,Canadian,"$95,000",Good,Less than 1 year,Low,"$30,000",1
2939,1,Non-binary,30,Asian,Physical disability,American,"$60,000",Fair,Less than 1 year,Moderate,"$5,000",0
2940,1,Female,55,Black,Physical disability,American,"$35,000",Excellent,6+ years,High,"$15,000",0
2941,1,Female,45,Hispanic,Mental health history,Mexican,"$95,000",Fair,6+ years,Moderate,"$15,000",0
2942,1,Male,35,Black,Physical disability,Canadian,"$35,000",Excellent,Less than 1 year,High,"$15,000",0
2943,1,Male,45,White,Mental health history,American,"$95,000",Good,Less than 1 year,Moderate,"$15,000",1
2944,1,Male,50,White,Mental health history,American,"$95,000",Good,6+ years,Moderate,"$30,000",1
2945,1,Non-binary,45,White,Physical disability,Mexican,"$35,000",Fair,2-5 years,Moderate,"$15,000",0
2946,1,Female,40,Hispanic,Physical disability,Mexican,"$140,000",Excellent,6+ years,High,"$5,000",1
2947,1,Male,35,Asian,Mental health history,German,"$140,000",Good,2-5 years,High,"$30,000",0
2948,1,Non-binary,30,Hispanic,None stated,Indian,"$95,000",Good,Less than 1 year,Moderate,"$30,000",1
2949,1,Female,50,Black,Mental health history,Mexican,"$35,000",Excellent,6+ years,Low,"$5,000",1
2950,1,Male,50,Asian,Mental health history,Indian,"$35,000",Fair,2-5 years,High,"$15,000",0
2951,1,Female,50,Black,Mental health history,Indian,"$140,000",Good,2-5 years,High,"$30,000",0
2952,1,Female,40,Hispanic,None stated,Canadian,"$140,000",Excellent,Less than 1 year,Moderate,"$15,000",1
2953,1,Non-binary,30,Black,None stated,German,"$60,000",Good,2-5 years,Low,"$30,000",1
2954,1,Male,35,Asian,None stated,Indian,"$140,000",Excellent,2-5 years,Moderate,"$15,000",1
2955,1,Female,40,Asian,None stated,Canadian,"$60,000",Fair,6+ years,High,"$5,000",0
2956,1,Male,55,Hispanic,Mental health history,Indian,"$95,000",Excellent,2-5 years,High,"$5,000",1
2957,1,Non-binary,50,Hispanic,Physical disability,Indian,"$60,000",Excellent,6+ years,Moderate,"$5,000",1
2958,1,Female,45,White,Mental health history,Indian,"$95,000",Fair,Less than 1 year,Low,"$30,000",0
2959,1,Non-binary,55,Black,Mental health history,Canadian,"$140,000",Excellent,6+ years,Low,"$5,000",1
2960,1,Female,50,White,Mental health history,American,"$35,000",Fair,Less than 1 year,High,"$30,000",0
2961,1,Non-binary,30,Hispanic,Physical disability,American,"$95,000",Excellent,2-5 years,Moderate,"$30,000",1
2962,1,Female,50,Hispanic,Mental health history,American,"$140,000",Fair,Less than 1 year,High,"$30,000",0
2963,1,Male,55,White,Mental health history,Mexican,"$35,000",Excellent,6+ years,Moderate,"$15,000",1
2964,1,Non-binary,50,Asian,Mental health history,Canadian,"$140,000",Excellent,2-5 years,Low,"$5,000",1
2965,1,Female,35,Black,Mental health history,Canadian,"$60,000",Fair,2-5 years,Moderate,"$15,000",1
2966,1,Male,50,Black,Physical disability,Mexican,"$35,000",Excellent,2-5 years,High,"$5,000",1
2967,1,Male,45,Black,None stated,Mexican,"$60,000",Good,6+ years,Low,"$5,000",1
2968,1,Male,35,Hispanic,Physical disability,German,"$35,000",Excellent,6+ years,High,"$30,000",1
2969,1,Female,30,Hispanic,None stated,Indian,"$60,000",Fair,6+ years,High,"$15,000",0
2970,1,Non-binary,50,White,Physical disability,Mexican,"$95,000",Excellent,Less than 1 year,High,"$5,000",0
2971,1,Non-binary,55,Hispanic,Mental health history,American,"$95,000",Fair,Less than 1 year,Moderate,"$30,000",1
2972,1,Non-binary,50,Hispanic,None stated,Canadian,"$140,000",Fair,2-5 years,Moderate,"$15,000",0
2973,1,Female,55,White,Mental health history,Mexican,"$60,000",Good,6+ years,Low,"$30,000",1
2974,1,Non-binary,45,Asian,Mental health history,German,"$140,000",Good,Less than 1 year,High,"$15,000",1
2975,1,Non-binary,35,White,Mental health history,German,"$95,000",Excellent,6+ years,Low,"$30,000",1
2976,1,Non-binary,55,White,Physical disability,German,"$35,000",Good,2-5 years,Moderate,"$15,000",1
2977,1,Male,50,Asian,None stated,German,"$95,000",Excellent,6+ years,Moderate,"$5,000",1
2978,1,Female,45,Asian,Mental health history,Mexican,"$140,000",Excellent,Less than 1 year,Low,"$15,000",1
2979,1,Female,45,Asian,Physical disability,German,"$60,000",Fair,Less than 1 year,Low,"$30,000",0
2980,1,Non-binary,45,White,Physical disability,Canadian,"$95,000",Good,6+ years,Moderate,"$5,000",1
2981,1,Female,45,Hispanic,None stated,Mexican,"$140,000",Good,2-5 years,Moderate,"$15,000",1
2982,1,Male,50,White,Mental health history,German,"$60,000",Good,2-5 years,Moderate,"$15,000",1
2983,1,Female,35,Black,Physical disability,Canadian,"$60,000",Fair,6+ years,Moderate,"$5,000",1
2984,1,Male,45,Black,Mental health history,Indian,"$95,000",Good,Less than 1 year,High,"$30,000",0
2985,1,Male,40,White,Physical disability,Indian,"$35,000",Fair,Less than 1 year,High,"$30,000",0
2986,1,Non-binary,40,Hispanic,Mental health history,American,"$140,000",Fair,6+ years,High,"$15,000",0
2987,1,Female,40,White,Physical disability,Indian,"$140,000",Excellent,Less than 1 year,Low,"$30,000",1
2988,1,Female,45,Asian,Mental health history,German,"$95,000",Excellent,Less than 1 year,Moderate,"$5,000",1
2989,1,Non-binary,35,Hispanic,Physical disability,Indian,"$140,000",Fair,Less than 1 year,Moderate,"$5,000",0
2990,1,Non-binary,40,Hispanic,None stated,American,"$35,000",Fair,6+ years,Moderate,"$15,000",0
2991,1,Female,35,White,None stated,Canadian,"$60,000",Fair,2-5 years,High,"$30,000",0
2992,1,Male,50,Black,None stated,American,"$140,000",Excellent,6+ years,Moderate,"$30,000",1
2993,1,Male,30,Hispanic,None stated,Mexican,"$140,000",Fair,Less than 1 year,Moderate,"$30,000",0
2994,1,Non-binary,40,White,None stated,American,"$35,000",Fair,Less than 1 year,High,"$30,000",0
2995,1,Female,45,Hispanic,Physical disability,Mexican,"$95,000",Fair,Less than 1 year,Moderate,"$5,000",0
2996,1,Female,55,Asian,Mental health history,German,"$60,000",Good,Less than 1 year,Low,"$15,000",1
