"observation_id","scenario","profile","gender","age","race","education","field_of_study","cover_letter","grades","experience","religion","chosen"
5162,"select","B","Male",30,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Christian",1
5163,"select","B","Female",50,"Asian","Associate Degree","Closely related","Unpersonalized","Above average","yes","Hindu",1
5164,"select","B","Female",50,"White","Associate Degree","Unrelated","Personalized","Average","yes","Jewish",1
5165,"select","B","Female",30,"Hispanic","Master Degree","Closely related","Personalized","Average","no","Christian",1
5166,"select","B","Male",50,"White","Associate Degree","Unrelated","Personalized","Above average","no","Christian",1
5167,"select","B","Female",30,"Asian","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Jewish",0
5168,"select","B","Male",50,"Asian","Associate Degree","Unrelated","Unpersonalized","Average","no","Muslim",0
5169,"select","B","Female",20,"White","Associate Degree","Closely related","Unpersonalized","Above average","yes","Christian",0
5170,"select","B","Female",30,"White","Associate Degree","Unrelated","Personalized","Average","no","Jewish",1
5171,"select","B","Male",30,"Black","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Muslim",0
5172,"select","B","Male",20,"Asian","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",0
5173,"select","B","Female",20,"Black","Associate Degree","Closely related","Personalized","Below average","no","Christian",0
5174,"select","B","Male",20,"White","Master Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
5175,"select","B","Female",30,"White","Master Degree","Closely related","Personalized","Average","no","Hindu",1
5176,"select","B","Female",60,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Christian",1
5177,"select","B","Male",20,"White","Bachelor Degree","Somewhat related","Personalized","Average","no","Hindu",1
5178,"select","B","Male",20,"Hispanic","Bachelor Degree","Closely related","Personalized","Above average","yes","Jewish",0
5179,"select","B","Male",40,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Hindu",0
5180,"select","B","Female",30,"Black","Associate Degree","Closely related","Personalized","Below average","no","Muslim",1
5181,"select","B","Male",50,"White","Master Degree","Somewhat related","Unpersonalized","Average","no","Hindu",1
5182,"select","B","Female",60,"Black","Bachelor Degree","Closely related","Personalized","Average","yes","Muslim",1
5183,"select","B","Female",30,"Asian","Associate Degree","Somewhat related","Personalized","Below average","no","Hindu",1
5184,"select","B","Female",50,"Black","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
5185,"select","B","Female",30,"White","Master Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
5186,"select","B","Male",40,"White","Master Degree","Closely related","Personalized","Average","yes","Christian",1
5187,"select","B","Female",20,"Hispanic","Associate Degree","Closely related","Unpersonalized","Above average","yes","Christian",0
5188,"select","B","Female",20,"White","Master Degree","Closely related","Personalized","Average","yes","Jewish",1
5189,"select","B","Female",30,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Jewish",1
5190,"select","B","Male",60,"White","Bachelor Degree","Unrelated","Personalized","Below average","no","Christian",0
5191,"select","B","Female",50,"Asian","Associate Degree","Unrelated","Unpersonalized","Average","no","Jewish",0
5192,"select","B","Male",60,"White","Bachelor Degree","Unrelated","Personalized","Below average","no","Hindu",0
5193,"select","B","Male",20,"Asian","Master Degree","Somewhat related","Unpersonalized","Above average","no","Jewish",0
5194,"select","B","Female",60,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",0
5195,"select","B","Male",30,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Below average","yes","Hindu",1
5196,"select","B","Female",20,"Asian","Master Degree","Unrelated","Personalized","Above average","yes","Hindu",1
5197,"select","B","Male",20,"Asian","Associate Degree","Somewhat related","Personalized","Below average","yes","Jewish",1
5198,"select","B","Male",60,"White","Associate Degree","Closely related","Personalized","Above average","yes","Jewish",0
5199,"select","B","Male",20,"White","Associate Degree","Closely related","Personalized","Below average","yes","Hindu",1
5200,"select","B","Male",40,"Hispanic","Associate Degree","Closely related","Unpersonalized","Above average","yes","Hindu",0
5201,"select","B","Male",40,"Black","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Muslim",0
5202,"select","B","Male",30,"Asian","Associate Degree","Closely related","Personalized","Average","no","Christian",1
5203,"select","B","Female",40,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","yes","Hindu",1
5204,"select","B","Male",40,"Black","Associate Degree","Unrelated","Personalized","Below average","no","Jewish",1
5205,"select","B","Female",50,"White","Associate Degree","Unrelated","Unpersonalized","Below average","yes","Christian",0
5206,"select","B","Male",50,"Asian","Associate Degree","Unrelated","Personalized","Above average","yes","Jewish",1
5207,"select","B","Male",50,"Black","Master Degree","Unrelated","Personalized","Below average","no","Christian",0
5208,"select","B","Male",60,"Black","Master Degree","Closely related","Unpersonalized","Above average","no","Muslim",0
5209,"select","B","Female",30,"Asian","Master Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
5210,"select","B","Female",50,"Hispanic","Bachelor Degree","Closely related","Personalized","Above average","no","Christian",0
5211,"select","B","Male",50,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Average","no","Jewish",0
5212,"select","B","Male",60,"White","Master Degree","Unrelated","Personalized","Above average","yes","Christian",1
5213,"select","B","Female",60,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Christian",0
5214,"select","B","Female",50,"Asian","Bachelor Degree","Unrelated","Personalized","Average","no","Christian",0
5215,"select","B","Male",30,"White","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Jewish",1
5216,"select","B","Male",20,"White","Master Degree","Unrelated","Personalized","Above average","yes","Jewish",1
5217,"select","B","Female",60,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Muslim",0
5218,"select","B","Male",20,"Black","Associate Degree","Closely related","Personalized","Below average","no","Jewish",0
5219,"select","B","Male",50,"Asian","Master Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
5220,"select","B","Male",20,"Black","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Christian",1
5221,"select","B","Female",30,"Asian","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",0
5222,"select","B","Male",30,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Average","no","Jewish",0
5223,"select","B","Male",60,"Black","Associate Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
5224,"select","B","Female",60,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Jewish",1
5225,"select","B","Male",20,"Black","Associate Degree","Somewhat related","Personalized","Below average","no","Hindu",0
5226,"select","B","Male",20,"Hispanic","Associate Degree","Closely related","Personalized","Above average","yes","Muslim",0
5227,"select","B","Male",20,"Asian","Associate Degree","Unrelated","Personalized","Average","yes","Hindu",0
5228,"select","B","Male",60,"White","Master Degree","Closely related","Unpersonalized","Below average","yes","Jewish",0
5229,"select","B","Female",30,"Asian","Bachelor Degree","Closely related","Unpersonalized","Above average","no","Christian",1
5230,"select","B","Male",60,"White","Associate Degree","Unrelated","Unpersonalized","Above average","no","Christian",1
5231,"select","B","Female",60,"Asian","Associate Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",1
5232,"select","B","Female",20,"White","Associate Degree","Closely related","Unpersonalized","Average","yes","Muslim",0
5233,"select","B","Female",20,"White","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Hindu",0
5234,"select","B","Male",40,"Black","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",1
5235,"select","B","Female",20,"White","Master Degree","Closely related","Personalized","Above average","yes","Hindu",1
5236,"select","B","Female",50,"Black","Master Degree","Somewhat related","Unpersonalized","Above average","no","Muslim",0
5237,"select","B","Male",40,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Muslim",1
5238,"select","B","Female",20,"Black","Master Degree","Closely related","Personalized","Average","no","Christian",1
5239,"select","B","Female",30,"Black","Master Degree","Somewhat related","Personalized","Above average","yes","Jewish",1
5240,"select","B","Male",50,"White","Bachelor Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
5241,"select","B","Male",40,"Black","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Christian",1
5242,"select","B","Female",30,"Hispanic","Master Degree","Closely related","Unpersonalized","Average","yes","Hindu",1
5243,"select","B","Female",60,"Hispanic","Associate Degree","Unrelated","Personalized","Average","yes","Christian",1
5244,"select","B","Female",40,"Black","Bachelor Degree","Unrelated","Personalized","Below average","yes","Jewish",1
5245,"select","B","Female",20,"Asian","Master Degree","Somewhat related","Unpersonalized","Above average","no","Jewish",1
5246,"select","B","Male",50,"Black","Associate Degree","Closely related","Personalized","Below average","yes","Hindu",1
5247,"select","B","Male",30,"Asian","Bachelor Degree","Closely related","Unpersonalized","Below average","yes","Hindu",0
5248,"select","B","Male",20,"White","Associate Degree","Closely related","Personalized","Average","no","Christian",0
5249,"select","B","Female",50,"Black","Master Degree","Unrelated","Unpersonalized","Above average","no","Muslim",0
5250,"select","B","Male",30,"Black","Master Degree","Closely related","Unpersonalized","Below average","no","Christian",0
5251,"select","B","Female",50,"Asian","Bachelor Degree","Closely related","Unpersonalized","Above average","yes","Muslim",0
5252,"select","B","Male",50,"Asian","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Jewish",0
5253,"select","B","Male",50,"Asian","Bachelor Degree","Somewhat related","Personalized","Average","yes","Jewish",1
5254,"select","B","Male",40,"White","Master Degree","Closely related","Unpersonalized","Average","no","Hindu",0
5255,"select","B","Female",30,"White","Associate Degree","Unrelated","Personalized","Above average","yes","Hindu",1
5256,"select","B","Male",50,"Hispanic","Bachelor Degree","Closely related","Personalized","Average","no","Hindu",1
5257,"select","B","Male",40,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Hindu",1
5258,"select","B","Female",60,"White","Associate Degree","Somewhat related","Personalized","Average","no","Jewish",0
5259,"select","B","Female",20,"Hispanic","Master Degree","Closely related","Personalized","Below average","yes","Jewish",1
5260,"select","B","Male",40,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Christian",0
5261,"select","B","Female",50,"Hispanic","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Christian",1
5262,"select","B","Female",30,"Black","Associate Degree","Somewhat related","Personalized","Average","no","Jewish",1
5263,"select","B","Male",20,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Average","yes","Jewish",0
5264,"select","B","Female",20,"Asian","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Hindu",0
5265,"select","B","Male",50,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Christian",0
